"","Comparison","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name","diffexpressed"
"ENSMUSG00000038683","S3_vs_S1",156.898348712325,-2.73224672389125,0.505769462921077,-5.40215834327192,6.58437869069688e-08,0.000787557535194253,"Pak1ip1","DOWN"
"ENSMUSG000001203281","S3_vs_S1",50.1138690291826,9.03328339225959,1.8530636034595,4.87478323755065,1.089279952365e-06,0.00325721937755944,NA,"UP"
"ENSMUSG00000021250","S3_vs_S1",958.921490501727,1.01670656852376,0.234267984038762,4.33992964380288,1.42528341794265e-05,0.00954021217324191,"Fos","UP"
"ENSMUSG00000022303","S3_vs_S1",599.052923387918,-1.007096685997,0.251997390815811,-3.99645679955912,6.42976087159034e-05,0.0295793729942662,"Dcstamp","DOWN"
"ENSMUSG00000022587","S3_vs_S1",636.001670763086,1.16716828006782,0.264966243616062,4.40496972044129,1.05798654926621e-05,0.00887914970774942,"Ly6e","UP"
"ENSMUSG00000035107","S3_vs_S1",706.897861559649,-1.29238303637273,0.302797939478899,-4.26813682615167,1.9711241669911e-05,0.0112269600768479,"Dcbld2","DOWN"
"ENSMUSG00000002844","S3_vs_S1",218.407960049113,1.86290760228594,0.429406662663672,4.33832952365028,1.43569784397922e-05,0.00954021217324191,"Adprh","UP"
"ENSMUSG000000241941","S3_vs_S1",56.3718491263409,5.00630966764125,1.12692767961516,4.4424409464775,8.89440490137053e-06,0.0081835366942533,NA,"UP"
"ENSMUSG00000032688","S3_vs_S1",3068.72685364432,-0.966759321551408,0.2045931999442,-4.7252759222451,2.2980311106722e-06,0.00403663067775026,"Malt1","DOWN"
"ENSMUSG00000046230","S3_vs_S1",800.087066753487,0.887436023435851,0.202878103457398,4.37423264666017,1.21860366812857e-05,0.00910982404655364,"Vps13a","UP"
"ENSMUSG000000250351","S3_vs_S1",37.4423487872032,8.53978164329854,1.99418101170402,4.28235029477156,1.8492954861528e-05,0.0110597116549368,NA,"UP"
