"","Comparison","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name","diffexpressed"
"ENSMUSG00000000740","S2_vs_S1",919.787103118004,-1.03400683585946,0.297294328840966,-3.47805772108282,0.000505061153978915,0.0363471850925962,"Rpl13","DOWN"
"ENSMUSG00000031971","S2_vs_S1",105.744713892499,-3.84695088367214,1.03083699768729,-3.73187118070352,0.000190062695031411,0.0208669785371107,"Ccsap","DOWN"
"ENSMUSG00000097472","S2_vs_S1",76.1293142331144,5.41871529841715,1.54753638438282,3.50151075806738,0.000462628293263174,0.0346724849850376,NA,"UP"
"ENSMUSG00000110558","S2_vs_S1",101.42461012467,7.08774293158326,1.70796999305438,4.14980530126771,3.32758192405851e-05,0.00726675045691812,NA,"UP"
"ENSMUSG00000110317","S2_vs_S1",93.3626207362061,-8.36139303278573,1.84358196669484,-4.53540617332896,5.74927331863372e-06,0.00242734319512716,NA,"DOWN"
"ENSMUSG00000121092","S2_vs_S1",609.322121140655,1.54995759274417,0.353926278249259,4.37932328848605,1.19048412144026e-05,0.00355583461308682,NA,"UP"
"ENSMUSG00000034731","S2_vs_S1",960.044679882517,1.20092499483053,0.284716917448696,4.21796149519963,2.46520902721205e-05,0.00609830512292093,"Dgkh","UP"
"ENSMUSG00000021911","S2_vs_S1",837.447802936712,1.0198289425055,0.281837791706246,3.61849607297677,0.000296319995232349,0.0267012536086788,"Parg","UP"
"ENSMUSG00000021838","S2_vs_S1",62.1328813393686,7.83094084314088,2.13996114845829,3.65938458685691,0.000252821675120437,0.0249625494868634,"Samd4","UP"
"ENSMUSG00000064128","S2_vs_S1",236.993723570042,-1.83726608923985,0.545675397149603,-3.36695789994751,0.000760022900760715,0.0481322503051761,"Cpap","DOWN"
"ENSMUSG00000021868","S2_vs_S1",60.1832920867181,8.17236520918795,2.26647727788592,3.60575651427259,0.000311244869333488,0.0271877759653652,"Ppif","UP"
"ENSMUSG00000021870","S2_vs_S1",1082.08079345784,-0.890375073877304,0.238083554442044,-3.73975882527428,0.000184196898985889,0.0208669785371107,"Slmap","DOWN"
"ENSMUSG00000022177","S2_vs_S1",55.7954118611515,8.50116497755801,2.27404002720852,3.73835327252068,0.000185229546153373,0.0208669785371107,"Haus4","UP"
"ENSMUSG00000022126","S2_vs_S1",1245.13246313291,1.19637017851243,0.258418819802518,4.6295783698211,3.66411034247564e-06,0.00179210415573515,"Acod1","UP"
"ENSMUSG00000022159","S2_vs_S1",51.0641158661558,8.84149380186053,2.32921842631782,3.79590582916595,0.000147105335079923,0.0180896715934204,"Rab2b","UP"
"ENSMUSG00000115222","S2_vs_S1",80.3075817624366,-9.74313829622538,1.95482234332233,-4.98415537836873,6.22330562100775e-07,0.00073958228305835,NA,"DOWN"
"ENSMUSG00000045211","S2_vs_S1",51.4252249922272,9.74723706747417,2.59885115435915,3.75059458527464,0.000176415741129267,0.0203134707013027,"Nudt18","UP"
"ENSMUSG00000099543","S2_vs_S1",55.2650565124398,-8.63078317630204,2.25360095606391,-3.82977436758652,0.000128260807737149,0.0171005409557761,NA,"DOWN"
"ENSMUSG00000060510","S2_vs_S1",470.112174251511,1.38252697243067,0.381683152859281,3.62218495124509,0.000292125132999743,0.0267012536086788,"Zfp266","UP"
"ENSMUSG00000033629","S2_vs_S1",364.773298920236,-1.70694037200509,0.435675016498032,-3.91792117373524,8.93159014281323e-05,0.0134880910909146,"Hacd3","DOWN"
"ENSMUSG00000102672","S2_vs_S1",42.8832275443486,8.8067343730276,2.53188254867606,3.47833448183949,0.000504539922969177,0.0363471850925962,NA,"UP"
"ENSMUSG00000064380","S2_vs_S1",61.5557872180785,8.37411878638723,1.99815250821331,4.19093074826161,2.77812452201112e-05,0.00649294454066449,"Gm26448","UP"
"ENSMUSG00000082715","S2_vs_S1",53.8171772016958,-9.3662965887669,2.27726600769086,-4.11295674599926,3.90623596619141e-05,0.00824606412463007,NA,"DOWN"
"ENSMUSG00000020901","S2_vs_S1",3798.76348271,0.602875587511008,0.158071551083283,3.81394111324542,0.000136768070041927,0.0175246759467596,"Pik3r5","UP"
"ENSMUSG00000018405","S2_vs_S1",50.631646201453,8.7867771096782,2.55734933731442,3.43589238336346,0.000590605524104232,0.0405434706943103,"Mrm1","UP"
"ENSMUSG00000020116","S2_vs_S1",254.025453292992,-1.74929054575424,0.517491369599569,-3.38032796007367,0.000723993841051122,0.0470261845679667,"Pno1","DOWN"
"ENSMUSG00000041346","S2_vs_S1",54.4806035551311,-9.24888327183483,2.28159428642221,-4.05369321218721,5.04153237249197e-05,0.00925449985941786,"Wrap53","DOWN"
